id,platform,date,title,like_count,comment_count,reach,keywords
M.1734932092.A.659,ptt,2024-12-23,Re: [求助] 做得不好還是做得不夠？,6,8,N/A,媳婦
M.1734941639.A.A30,ptt,2024-12-23,Re: [求助] 做得不好還是做得不夠？,5,8,N/A,女
M.1734966397.A.7CB,ptt,2024-12-23,Re: [求助] 婆婆對媳婦敵意很重 重到丈夫爆氣吵架,2,16,N/A,"女,媳婦"
M.1734178632.A.92A,ptt,2024-12-14,Re: [求助] 前女友一直傳訊息給我,9,11,N/A,女
M.1734223345.A.DDF,ptt,2024-12-15,Re: [求助] 前女友一直傳訊息給我,1,9,N/A,女
M.1734273439.A.CFD,ptt,2024-12-15,Re: [求助] 對於小孩幼稚園的教育理念有分歧,11,43,N/A,女
M.1734317721.A.EA2,ptt,2024-12-16,Re: [求助] 對於小孩幼稚園的教育理念有分歧,135,525,N/A,女
M.1734338017.A.F84,ptt,2024-12-16,Re: [求助] 對於小孩幼稚園的教育理念有分歧,1,10,N/A,女
M.1734375934.A.209,ptt,2024-12-17,Re: [求助] 對於小孩幼稚園的教育理念有分歧,74,308,N/A,"婆媳,女"
M.1734407237.A.051,ptt,2024-12-17,Re: [求助] 對於小孩幼稚園的教育理念有分歧,31,135,N/A,女
M.1734429768.A.6B5,ptt,2024-12-17,Re: [求助] 對於小孩幼稚園的教育理念有分歧,14,25,N/A,女
M.1734481150.A.8F9,ptt,2024-12-18,Re: [求助] 對於小孩幼稚園的教育理念有分歧,105,541,N/A,女
M.1734537972.A.9EC,ptt,2024-12-19,[求助] 老婆一直用儲蓄去完成自己想做的事情,223,605,N/A,女
M.1734578729.A.F26,ptt,2024-12-19,Re: [求助] 老婆一直用儲蓄去完成自己想做的事情,28,82,N/A,女
M.1734662417.A.C00,ptt,2024-12-20,Re: [求助] 老婆一直用儲蓄去完成自己想做的事情,1,22,N/A,"性別,女"
M.1734682647.A.30D,ptt,2024-12-20,Re: [求助] 做得不好還是做得不夠？,11,32,N/A,"年夜飯,女,媳婦"
M.1733836302.A.BD8,ptt,2024-12-10,Re: [心情] 這次可能真要離婚了,4,11,N/A,女
M.1733837899.A.43C,ptt,2024-12-10,Re: [心情] 這次可能真要離婚了,154,277,N/A,"女,媳婦"
M.1733911052.A.4BD,ptt,2024-12-11,Re: [心情] 這次可能真要離婚了,32,304,N/A,女
M.1733916722.A.499,ptt,2024-12-11,Re: [心情] 這次可能真要離婚了,5,7,N/A,女
M.1733930404.A.ED2,ptt,2024-12-11,Re: [求助] 對於小孩幼稚園的教育理念有分歧,112,502,N/A,"性別,女"
M.1733971004.A.845,ptt,2024-12-12,Re: [求助] 對於小孩幼稚園的教育理念有分歧,7,18,N/A,女
M.1733983430.A.53C,ptt,2024-12-12,Re: [求助] Re: 對於小孩幼稚園的教育理念有分歧,140,514,N/A,女
M.1734005273.A.63B,ptt,2024-12-12,Re: [心情] 這次可能真要離婚了,1,1,N/A,女
M.1734008489.A.6B2,ptt,2024-12-12,Re: [求助] 對於小孩幼稚園的教育理念有分歧,6,24,N/A,女
M.1734041290.A.E00,ptt,2024-12-13,Re: [求助] 對於小孩幼稚園的教育理念有分歧,57,330,N/A,女
M.1734049656.A.003,ptt,2024-12-13,Re: [求助] 對於小孩幼稚園的教育理念有分歧,73,262,N/A,女
M.1734108540.A.988,ptt,2024-12-14,Re: [求助] 對於小孩幼稚園的教育理念有分歧,46,218,N/A,女
M.1734163356.A.F48,ptt,2024-12-14,[求助] 前女友一直傳訊息給我,166,390,N/A,女
M.1733493044.A.933,ptt,2024-12-06,Re: [求助] 對於小孩幼稚園的教育理念有分歧,47,222,N/A,女
M.1733564503.A.5D6,ptt,2024-12-07,[婚前] 婚前焦慮,134,553,N/A,"回娘家,性別,女,媳婦"
M.1733585628.A.E9D,ptt,2024-12-07,Re: [求助] 妻子要求房屋一半作離婚條件,9,12,N/A,女
M.1733616365.A.897,ptt,2024-12-08,Re: [婚前] 婚前焦慮,24,40,N/A,女
M.1733684068.A.8F0,ptt,2024-12-09,Re: [求助] 對於小孩幼稚園的教育理念有分歧,205,1021,N/A,女
M.1733736821.A.DBD,ptt,2024-12-09,Re: [求助] 對於小孩幼稚園的教育理念有分歧,8,26,N/A,女
M.1733740598.A.5E6,ptt,2024-12-09,Re: [求助] 對於小孩幼稚園的教育理念有分歧,2,24,N/A,女
M.1733812289.A.53C,ptt,2024-12-10,[心情] 這次可能真要離婚了,181,865,N/A,"回娘家,婆媳,女"
M.1733821260.A.52E,ptt,2024-12-10,Re: [心情] 這次可能真要離婚了,0,4,N/A,女
M.1733823269.A.7E4,ptt,2024-12-10,Re: [心情] 這次可能真要離婚了,4,11,N/A,女
M.1733831551.A.7EF,ptt,2024-12-10,Re: [心情] 這次可能真要離婚了,1,5,N/A,女
M.1733027185.A.336,ptt,2024-12-01,Re: [閒聊] 終於懂女生住夫家很痛苦的感受了= =,73,230,N/A,"回娘家,性別,女,媳婦"
M.1733083494.A.1B5,ptt,2024-12-02,Re: [閒聊] 終於懂女生住夫家很痛苦的感受了= =,31,63,N/A,"回娘家,性別,女"
M.1733115044.A.265,ptt,2024-12-02,Re: [求助]  沒有共識的花費怎麼解決?,31,31,N/A,"性別,女"
M.1733140636.A.14B,ptt,2024-12-02,Re: [閒聊] 終於懂女生住夫家很痛苦的感受了= =,95,545,N/A,"回娘家,女,媳婦"
M.1733151224.A.D55,ptt,2024-12-02,[公告] 12月置底閒聊區,195,659,N/A,"年夜飯,婆媳,女,媳婦"
M.1733151286.A.D7C,ptt,2024-12-02,[公告] 12月置底檢舉區,15,26,N/A,女
M.1733198213.A.2BD,ptt,2024-12-03,[閒聊] 寵妻寵歪了？ 2年後…,174,473,N/A,女
M.1733208770.A.14A,ptt,2024-12-03,Re: [閒聊] 終於懂女生住夫家很痛苦的感受了= =,5,23,N/A,女
M.1733226095.A.D90,ptt,2024-12-03,Re: [閒聊] 寵妻寵歪了？ 2年後…,22,43,N/A,女
M.1733268664.A.D0C,ptt,2024-12-04,Re: [閒聊] 寵妻寵歪了？ 2年後…,6,13,N/A,女
M.1733291610.A.465,ptt,2024-12-04,Re: [請益]關於離婚的幾個問題,67,136,N/A,"性別,女"
M.1733339411.A.B40,ptt,2024-12-05,Re: [閒聊] 寵妻寵歪了？ 2年後…,1,1,N/A,女
M.1733374678.A.E2E,ptt,2024-12-05,Re: [閒聊] 寵妻寵歪了？ 2年後…,4,9,N/A,女
M.1733397215.A.BF1,ptt,2024-12-05,Re: [閒聊] 寵妻寵歪了？ 2年後…,1,3,N/A,女
M.1733416215.A.801,ptt,2024-12-06,[求助] 對於小孩幼稚園的教育理念有分歧,190,649,N/A,女
M.1733451534.A.A83,ptt,2024-12-06,Re: [求助] 對於小孩幼稚園的教育理念有分歧,48,234,N/A,女
M.1732546247.A.163,ptt,2024-11-25,Re: [閒聊] 終於懂女生住夫家很痛苦的感受了= =,9,72,N/A,"女,媳婦"
M.1732591671.A.1FA,ptt,2024-11-26,[閒聊] 夫妻與長輩同住真的累,70,321,N/A,女
M.1732606583.A.A8F,ptt,2024-11-26,Re: [求助] 偽單親之定義？,2,11,N/A,女
M.1732634777.A.8A2,ptt,2024-11-26,Re: [閒聊] 夫妻與長輩同住真的累,5,12,N/A,"女,媳婦"
M.1732640102.A.030,ptt,2024-11-27,Re: [求助] 妻子要求房屋一半作離婚條件,17,38,N/A,女
M.1732665817.A.B6F,ptt,2024-11-27,Re: [求助] 妻子要求房屋一半作離婚條件,6,29,N/A,女
M.1732675751.A.5ED,ptt,2024-11-27,Re: [求助] 妻子要求房屋一半作離婚條件,35,143,N/A,女
M.1732769806.A.060,ptt,2024-11-28,Re: [求助] 妻子要求房屋一半作離婚條件,36,67,N/A,女
M.1732789329.A.6F3,ptt,2024-11-28,Re: [心情] 對於家庭與工作的未來目標不同,18,53,N/A,女
M.1732797085.A.F1E,ptt,2024-11-28,Re: [心情] 對於家庭與工作的未來目標不同,1,2,N/A,女
M.1732880310.A.AF9,ptt,2024-11-29,Re: [求助] 老婆好像快外遇了,1,5,N/A,女
M.1732911443.A.A5F,ptt,2024-11-30,Re: [求助] 老婆好像快外遇了,19,20,N/A,女
M.1732935691.A.20E,ptt,2024-11-30,Re: [閒聊] 終於懂女生住夫家很痛苦的感受了= =,7,18,N/A,"性別,女,媳婦"
M.1732956239.A.AD3,ptt,2024-11-30,Re: [閒聊] 終於懂女生住夫家很痛苦的感受了= =,182,412,N/A,"婆媳,女,媳婦"
M.1733023562.A.5DB,ptt,2024-12-01,Re: [閒聊] 終於懂女生住夫家很痛苦的感受了= =,42,122,N/A,"女,媳婦"
M.1732207805.A.CB8,ptt,2024-11-22,Re: [求助] 偽單親之定義？,21,78,N/A,女
M.1732213463.A.480,ptt,2024-11-22,Re: [求助] 偽單親之定義？,9,17,N/A,女
M.1732251440.A.721,ptt,2024-11-22,Re: [閒聊] 想要爭取外派但先生說要離婚,3,8,N/A,女
M.1732254766.A.4B7,ptt,2024-11-22,[心情] 老公指責說我是一個很小氣的人…,116,481,N/A,女
M.1732261914.A.356,ptt,2024-11-22,Re: [求助] 偽單親之定義？,3,7,N/A,"性別,女"
M.1732305248.A.3E0,ptt,2024-11-23,Re: [求助] 該如何處理錢的問題,2,21,N/A,女
M.1732343668.A.859,ptt,2024-11-23,Re: [心情] 老公指責說我是一個很小氣的人…,71,266,N/A,女
M.1732373891.A.2AC,ptt,2024-11-23,[閒聊] 終於懂女生住夫家很痛苦的感受了= =,210,709,N/A,"回娘家,婆媳,性別,女,媳婦"
M.1732375356.A.64E,ptt,2024-11-23,Re: [閒聊] 想要爭取外派但先生說要離婚,61,580,N/A,"性別,女,媳婦"
M.1732417388.A.014,ptt,2024-11-24,Re: [閒聊] 終於懂女生住夫家很痛苦的感受了= =,60,214,N/A,"婆媳,女,媳婦"
M.1732427533.A.F4F,ptt,2024-11-24,Re: [閒聊] 終於懂女生住夫家很痛苦的感受了= =,3,23,N/A,"女,媳婦"
M.1732512210.A.C79,ptt,2024-11-25,Re: [閒聊] 終於懂女生住夫家很痛苦的感受了= =,23,62,N/A,"婆媳,女,媳婦"
M.1732513387.A.A79,ptt,2024-11-25,Re: [閒聊] 終於懂女生住夫家很痛苦的感受了= =,7,11,N/A,女
M.1732521774.A.A9E,ptt,2024-11-25,Re: [閒聊] 想要爭取外派但先生說要離婚,6,24,N/A,"性別,女"
M.1732025394.A.A26,ptt,2024-11-19,Re: [閒聊] 想要爭取外派但先生說要離婚,12,271,N/A,"性別,女"
M.1732027645.A.FBD,ptt,2024-11-19,Re: [閒聊] 想要爭取外派但先生說要離婚,197,481,N/A,"女,媳婦"
M.1732091738.A.E54,ptt,2024-11-20,Re: [閒聊] 想要爭取外派但先生說要離婚,163,1194,N/A,"性別,女"
M.1732095642.A.EB7,ptt,2024-11-20,Re: [閒聊] 想要爭取外派但先生說要離婚,10,10,N/A,回娘家
M.1732106830.A.73F,ptt,2024-11-20,Re: [閒聊] 想要爭取外派但先生說要離婚（3篇重點整理）,124,284,N/A,女
M.1732144221.A.315,ptt,2024-11-21,Re: [閒聊] 想要爭取外派但先生說要離婚,5,15,N/A,女
M.1732149066.A.B0E,ptt,2024-11-21,Re: [閒聊] 想要爭取外派但先生說要離婚,16,52,N/A,女
M.1732177572.A.566,ptt,2024-11-21,Re: [閒聊] 想要爭取外派但先生說要離婚,8,20,N/A,女
M.1732183548.A.A22,ptt,2024-11-21,Re: [閒聊] 想要爭取外派但先生說要離婚,95,119,N/A,女
M.1732200428.A.FCB,ptt,2024-11-21,[求助] 偽單親之定義？,222,894,N/A,"女,媳婦"
M.1732207212.A.DAB,ptt,2024-11-22,Re: [求助] 偽單親之定義？,12,44,N/A,女
M.1731910741.A.205,ptt,2024-11-18,Re: [閒聊] 想要爭取外派但先生說要離婚,36,58,N/A,性別
M.1731913214.A.333,ptt,2024-11-18,Re: [閒聊] 想要爭取外派但先生說要離婚,88,230,N/A,女
M.1731922479.A.19C,ptt,2024-11-18,Re: [閒聊] 想要爭取外派但先生說要離婚,11,46,N/A,女
M.1731925743.A.42A,ptt,2024-11-18,Re: [閒聊] 想要爭取外派但先生說要離婚,15,56,N/A,女
M.1731927221.A.CD7,ptt,2024-11-18,Re: [閒聊] 想要爭取外派但先生說要離婚,7,12,N/A,女
M.1731931422.A.DB0,ptt,2024-11-18,Re: [閒聊] 想要爭取外派但先生說要離婚,56,84,N/A,"性別,女"
M.1731946290.A.A33,ptt,2024-11-19,Re: [閒聊] 想要爭取外派但先生說要離婚,21,113,N/A,女
M.1731953274.A.886,ptt,2024-11-19,Re: [閒聊] 想要爭取外派但先生說要離婚,43,133,N/A,"性別,女"
M.1731982699.A.78E,ptt,2024-11-19,Re: [閒聊] 想要爭取外派但先生說要離婚,6,10,N/A,女
M.1731985100.A.C3F,ptt,2024-11-19,Re: [閒聊] 想要爭取外派但先生說要離婚,10,48,N/A,"性別,女"
M.1731393448.A.ABD,ptt,2024-11-12,Re: [閒聊] 大家的生活費是怎麼規劃呢,19,76,N/A,女
M.1731412320.A.74E,ptt,2024-11-12,[閒聊] 請問公婆過世後，初二姑嫂回娘家,98,330,N/A,"回娘家,婆媳,女,媳婦"
M.1731429851.A.EC1,ptt,2024-11-13,[閒聊] 大嫂這種說法要怎麼釋懷,123,395,N/A,"女,媳婦"
M.1731463824.A.32A,ptt,2024-11-13,Re: [閒聊] 大家的生活費是怎麼規劃呢,16,46,N/A,女
M.1731480550.A.199,ptt,2024-11-13,Re: [閒聊] 大家的生活費是怎麼規劃呢,165,668,N/A,"回娘家,婆媳,性別,女,媳婦"
M.1731558551.A.D6B,ptt,2024-11-14,Re: [閒聊] 婚姻究竟是要相似好，還是互補好？,2,8,N/A,女
M.1731674166.A.1C2,ptt,2024-11-15,Re: [閒聊] 大家的生活費是怎麼規劃呢,46,233,N/A,"回娘家,婆媳,女,媳婦"
M.1731767874.A.B8F,ptt,2024-11-16,Re: [閒聊] 大家的生活費是怎麼規劃呢,70,156,N/A,"回娘家,婆媳,女"
M.1731864594.A.454,ptt,2024-11-18,[閒聊] 想要爭取外派但先生說要離婚,297,1347,N/A,"性別,女,媳婦"
M.1731865738.A.356,ptt,2024-11-18,Re: [閒聊] 想要爭取外派但先生說要離婚,70,224,N/A,女
M.1731880149.A.F9C,ptt,2024-11-18,Re: [閒聊] 想要爭取外派但先生說要離婚,48,135,N/A,"性別,女"
M.1731892287.A.D64,ptt,2024-11-18,Re: [閒聊] 想要爭取外派但先生說要離婚,13,60,N/A,"性別,女"
M.1731904472.A.AD2,ptt,2024-11-18,Re: [閒聊] 想要爭取外派但先生說要離婚,151,1101,N/A,"性別,女"
M.1731905099.A.3EE,ptt,2024-11-18,Re: [閒聊] 想要爭取外派但先生說要離婚,12,40,N/A,女
M.1731907741.A.04C,ptt,2024-11-18,Re: [閒聊] 想要爭取外派但先生說要離婚,47,208,N/A,女
M.1730938932.A.165,ptt,2024-11-07,[閒聊] 婚姻究竟是要相似好，還是互補好？,98,242,N/A,女
M.1731160345.A.191,ptt,2024-11-09,Re: [心情] 婆媳問題，是我小題大作嗎？,0,2,N/A,"婆媳,媳婦"
M.1731176620.A.FE7,ptt,2024-11-10,Re: [求助] 如何應對無恥的前夫！,3,11,N/A,女
M.1731178997.A.E4D,ptt,2024-11-10,Re: [求助] 如何應對無恥的前夫！,32,74,N/A,女
M.1731194231.A.564,ptt,2024-11-10,Re: [心情] 老婆突然堅決要離婚,8,19,N/A,女
M.1731344320.A.F2D,ptt,2024-11-12,[閒聊] 大家的生活費是怎麼規劃呢,309,1282,N/A,"回娘家,婆媳,性別,女,媳婦"
M.1731367729.A.6D7,ptt,2024-11-12,Re: [閒聊] 大家的生活費是怎麼規劃呢,78,413,N/A,"回娘家,婆媳,性別,女,媳婦"
M.1731371229.A.419,ptt,2024-11-12,Re: [閒聊] 大家的生活費是怎麼規劃呢,35,188,N/A,"回娘家,性別,女"
M.1731387954.A.790,ptt,2024-11-12,Re: [閒聊] 大家的生活費是怎麼規劃呢,12,45,N/A,女
M.1730379557.A.722,ptt,2024-10-31,[公告] 11月置底閒聊區,41,151,N/A,"性別,女"
M.1730379592.A.5E7,ptt,2024-10-31,[公告] 11月置底檢舉區,61,234,N/A,媳婦
M.1730400517.A.FD0,ptt,2024-11-01,Re: [心情] 老婆突然堅決要離婚,158,264,N/A,女
M.1730480920.A.C4D,ptt,2024-11-02,Re: [心情] 婚姻是一種盡了本份的感覺嗎,150,583,N/A,女
M.1730605373.A.CEE,ptt,2024-11-03,[求助] 該如何處理錢的問題,268,1155,N/A,"回娘家,婆媳,女,媳婦"
M.1730618923.A.585,ptt,2024-11-03,Re: [求助] 該如何處理錢的問題,16,65,N/A,"女,媳婦"
M.1730666928.A.79D,ptt,2024-11-04,Re: [心情] 婚姻是一種盡了本份的感覺嗎,17,28,N/A,女
M.1730685058.A.6DB,ptt,2024-11-04,Re: [求助] 該如何處理錢的問題,17,80,N/A,"女,媳婦"
M.1730689298.A.688,ptt,2024-11-04,Re: [求助] 該如何處理錢的問題,3,13,N/A,女
M.1730696182.A.062,ptt,2024-11-04,Re: [求助] 該如何處理錢的問題,75,132,N/A,"回娘家,婆媳,女,媳婦"
M.1730706712.A.0C2,ptt,2024-11-04,Re: [求助] 該如何處理錢的問題,24,39,N/A,女
M.1730733147.A.009,ptt,2024-11-04,Re: [求助] 該如何處理錢的問題,0,4,N/A,女
M.1730734873.A.D67,ptt,2024-11-04,Re: [求助] 該如何處理錢的問題,21,67,N/A,女
M.1730739607.A.8A4,ptt,2024-11-05,Re: [求助] 該如何處理錢的問題,9,8,N/A,"婆媳,女"
M.1730767924.A.909,ptt,2024-11-05,Re: [求助] 該如何處理錢的問題,21,219,N/A,"女,媳婦"
M.1730808100.A.139,ptt,2024-11-05,Re: [求助] 該如何處理錢的問題,20,41,N/A,"女,媳婦"
M.1730859011.A.130,ptt,2024-11-06,Re: [求助] 該如何處理錢的問題,7,5,N/A,女
M.1730878577.A.FD9,ptt,2024-11-06,[求助] 寶寶要出生，但手頭突然有點吃緊,136,407,N/A,"回娘家,女"
M.1730077884.A.869,ptt,2024-10-28,Re: [心情] 老婆說了令人心痛的話,8,19,N/A,媳婦
M.1730083482.A.473,ptt,2024-10-28,[心情] 婆媳問題，是我小題大作嗎？,306,1021,N/A,"婆媳,女,媳婦"
M.1730090250.A.7BC,ptt,2024-10-28,Re: [心情] 老婆說了令人心痛的話,4,7,N/A,女
M.1730132779.A.2F6,ptt,2024-10-29,Re: [心情] 老婆說了令人心痛的話,8,14,N/A,女
M.1730162252.A.1EA,ptt,2024-10-29,Re: [心情] 老婆說了令人心痛的話,15,28,N/A,"女,媳婦"
M.1730163779.A.367,ptt,2024-10-29,Re: [心情] 婆媳問題，是我小題大作嗎？,40,119,N/A,"婆媳,女,媳婦"
M.1730172791.A.BEB,ptt,2024-10-29,[心情] 兩種生活方式,52,181,N/A,女
M.1730193933.A.B14,ptt,2024-10-29,Re: [心情] 婆媳問題，是我小題大作嗎？,14,51,N/A,"回娘家,婆媳,媳婦"
M.1730201195.A.2CA,ptt,2024-10-29,Re: [心情] 兩種生活方式,1,1,N/A,女
M.1730217621.A.636,ptt,2024-10-30,[心情] 婚姻是一種盡了本份的感覺嗎,69,221,N/A,"性別,女,媳婦"
M.1730236000.A.166,ptt,2024-10-30,Re: [心情] 婚姻是一種盡了本份的感覺嗎,80,579,N/A,"性別,女"
M.1730255514.A.D5F,ptt,2024-10-30,Re: [心情] 婚姻是一種盡了本份的感覺嗎,3,5,N/A,女
M.1730353146.A.F6A,ptt,2024-10-31,Re: [心情] 老公跟其他女生深夜電話聊天,7,23,N/A,女
M.1729718405.A.A79,ptt,2024-10-24,Re: [閒聊] 夫妻生活好像同事,99,65,N/A,"性別,女"
M.1729734608.A.858,ptt,2024-10-24,Re: [閒聊] 夫妻生活好像同事,1,1,N/A,女
M.1729741946.A.2D5,ptt,2024-10-24,Re: [求助]  因為一盞吸頂燈吵架,21,21,N/A,女
M.1729775280.A.ED1,ptt,2024-10-24,[心情] 老婆突然堅決要離婚,213,790,N/A,"回娘家,性別,女"
M.1729820756.A.E0B,ptt,2024-10-25,Re: [心情] 老婆突然堅決要離婚,4,10,N/A,女
M.1729831169.A.99B,ptt,2024-10-25,Re: [心情] 老婆突然堅決要離婚,12,32,N/A,性別
M.1729861741.A.156,ptt,2024-10-25,[心情] 繼續情感漠視的生活，還是離婚呢？,240,575,N/A,"回娘家,女"
M.1729865014.A.FAC,ptt,2024-10-25,Re: [心情] 繼續過情感漠視的生活，還是離婚呢？,2,3,N/A,"回娘家,女"
M.1729879009.A.75C,ptt,2024-10-26,Re: [心情] 老婆突然堅決要離婚,128,662,N/A,"性別,女"
M.1729919272.A.C5D,ptt,2024-10-26,Re: [心情] 繼續情感漠視的生活，還是離婚呢？,6,21,N/A,"回娘家,女"
M.1729996270.A.163,ptt,2024-10-27,Re: [心情] 老婆突然堅決要離婚,5,4,N/A,女
M.1730008958.A.10D,ptt,2024-10-27,[心情] 老公跟其他女生深夜電話聊天,114,347,N/A,女
M.1730016843.A.4F3,ptt,2024-10-27,Re: [心情] 老公跟其他女生深夜電話聊天,7,35,N/A,女
M.1730039557.A.ACE,ptt,2024-10-27,Re: [心情] 老公跟其他女生深夜電話聊天,7,21,N/A,女
M.1730039899.A.55C,ptt,2024-10-27,[心情] 老婆說了令人心痛的話,207,1496,N/A,"回娘家,性別,女,媳婦"
M.1730044573.A.C94,ptt,2024-10-27,Re: [心情] 老公跟其他女生深夜電話聊天,1,10,N/A,女
M.1729221368.A.00D,ptt,2024-10-18,[求助] 工作上老婆和朋友的問題,63,316,N/A,女
M.1729224095.A.DF2,ptt,2024-10-18,Re: [求助] 工作上老婆和朋友的問題,22,98,N/A,女
M.1729341861.A.E91,ptt,2024-10-19,Fw: [問卦] 老一輩的價值觀到底是出了什麼問題？,122,548,N/A,女
M.1729374909.A.0DA,ptt,2024-10-20,Re: [問卦] 老一輩的價值觀到底是出了什麼問題？,24,68,N/A,女
M.1729475129.A.429,ptt,2024-10-21,Re: [問卦] 老一輩的價值觀到底是出了什麼問題？,109,607,N/A,女
M.1729548054.A.418,ptt,2024-10-22,Re: [問卦] 老一輩的價值觀到底是出了什麼問題？,136,206,N/A,"女,媳婦"
M.1729579964.A.460,ptt,2024-10-22,[求助]  因為一盞吸頂燈吵架,98,358,N/A,女
M.1729586284.A.312,ptt,2024-10-22,Re: [求助]  因為一盞吸頂燈吵架,20,57,N/A,女
M.1729592140.A.F36,ptt,2024-10-22,[心情] 定居國的抉擇,85,286,N/A,女
M.1729649355.A.4DB,ptt,2024-10-23,[閒聊] 夫妻生活好像同事,118,310,N/A,"回娘家,女"
M.1729653452.A.682,ptt,2024-10-23,Re: [問卦] 老一輩的價值觀到底是出了什麼問題？,2,2,N/A,"年夜飯,女"
M.1728292042.A.3FD,ptt,2024-10-07,Re: [求助] 娘家和先生的衝突,4,9,N/A,"性別,女"
M.1728317223.A.AFF,ptt,2024-10-08,Re: [求助] 娘家和先生的衝突,10,24,N/A,女
M.1728481432.A.02E,ptt,2024-10-09,[求助] 投資觀念跟老公不合,174,603,N/A,女
M.1728489586.A.41C,ptt,2024-10-09,Re: [求助] 投資觀念跟老公不合,10,28,N/A,女
M.1728585153.A.97F,ptt,2024-10-11,Re: [求助] 投資觀念跟老公不合,90,128,N/A,女
M.1728770640.A.AA4,ptt,2024-10-13,Re: 請板主協助刪文,11,18,N/A,女
M.1728887984.A.D5D,ptt,2024-10-14,[閒聊] 妻子變成小學生,34,119,N/A,女
